eco,name,movetext
B04,"Alekhine Defense: Modern Variation, Larsen Variation","1.e4 Nf6 2.e5 Nd5 3.d4 d6 4.Nf3 dxe5"
B04,"Alekhine Defense: Modern Variation, Larsen-Haakert Variation","1.e4 Nf6 2.e5 Nd5 3.d4 d6 4.Nf3 Nc6"
B04,"Alekhine Defense: Modern Variation, Schmid Variation","1.e4 Nf6 2.e5 Nd5 3.d4 d6 4.Nf3 Nb6"
B05,"Alekhine Defense: Modern Variation, Alekhine Variation","1.e4 Nf6 2.e5 Nd5 3.d4 d6 4.Nf3 Bg4 5.c4"
B05,"Alekhine Defense: Modern Variation, Flohr Variation","1.e4 Nf6 2.e5 Nd5 3.d4 d6 4.Nf3 Bg4 5.Be2 c6"
B05,"Alekhine Defense: Modern Variation, Main Line","1.e4 Nf6 2.e5 Nd5 3.d4 d6 4.Nf3 Bg4"
B05,"Alekhine Defense: Modern Variation, Panov Variation","1.e4 Nf6 2.e5 Nd5 3.d4 d6 4.Nf3 Bg4 5.h3"
B05,"Alekhine Defense: Modern Variation, Vitolins Attack","1.e4 Nf6 2.e5 Nd5 3.d4 d6 4.Nf3 Bg4 5.c4 Nb6 6.d5"
B06,"Modern Defense","1.e4 g6"
B06,"Modern Defense","1.e4 g6 2.d4 Bg7"
B06,"Modern Defense: Anti-Modern","1.e4 g6 2.d4 Bg7 3.Nc3 c6 4.Bc4 d6 5.Qe2"
B06,"Modern Defense: Bishop Attack","1.e4 g6 2.d4 Bg7 3.Bc4"
B06,"Modern Defense: Bishop Attack, Bücker Gambit","1.e4 g6 2.d4 Bg7 3.Bc4 b5"
B06,"Modern Defense: Bishop Attack, Monkey's Bum","1.e4 g6 2.Bc4 Bg7 3.Qf3 e6 4.d4 Bxd4"
B06,"Modern Defense: Dunworthy Variation","1.e4 g6 2.d4 Bg7 3.c4 d5 4.exd5 c6 5.dxc6 Bxd4"
B06,"Modern Defense: Fianchetto Gambit","1.e4 g6 2.d4 f5"
B06,"Modern Defense: Gurgenidze Defense","1.e4 g6 2.d4 Bg7 3.Nc3 c6 4.f4 d5 5.e5 h5"
B06,"Modern Defense: Lizard Defense, Mittenberger Gambit","1.e4 g6 2.d4 Bg7 3.Nc3 d5"
B06,"Modern Defense: Masur Gambit","1.e4 g6 2.d4 Nh6 3.Nc3 f5 4.Bxh6 Bxh6 5.exf5 O-O"
B06,"Modern Defense: Modern Pterodactyl","1.e4 g6 2.d4 Bg7 3.Nc3 c5"
B06,"Modern Defense: Mongredien Defense","1.e4 g6 2.d4 Bg7 3.Nc3 b6"
B06,"Modern Defense: Mongredien Defense","1.e4 g6 2.d4 Bg7 3.Nf3 b6"
B06,"Modern Defense: Norwegian Defense","1.e4 g6 2.d4 Nf6"
B06,"Modern Defense: Norwegian Defense, Norwegian Gambit","1.e4 g6 2.d4 Nf6 3.e5 Nh5 4.Be2 d6"
B06,"Modern Defense: Pseudo-Austrian Attack","1.e4 g6 2.d4 Bg7 3.Nc3 d6 4.f4"
B06,"Modern Defense: Semi-Averbakh Variation, Pterodactyl Variation Declined","1.e4 g6 2.d4 Bg7 3.c4 c5 4.Nf3 d6 5.Be2 Qa5+"
B06,"Modern Defense: Standard Defense","1.e4 g6 2.d4 Bg7 3.Nc3 d6"
B06,"Modern Defense: Standard Line","1.e4 g6 2.d4 Bg7 3.Nc3"
B06,"Modern Defense: Three Pawns Attack","1.e4 g6 2.d4 Bg7 3.f4"
B06,"Modern Defense: Two Knights Variation","1.e4 g6 2.d4 Bg7 3.Nc3 d6 4.Nf3"
B06,"Modern Defense: Two Knights Variation, Suttles Variation","1.e4 g6 2.d4 Bg7 3.Nc3 c6 4.Nf3 d6"
B06,"Modern Defense: Two Knights Variation, Suttles Variation, Tal Gambit","1.e4 g6 2.d4 Bg7 3.Nc3 d6 4.Nf3 c6 5.Bg5 Qb6 6.Qd2 Qxb2"
B06,"Modern Defense: Westermann Gambit","1.e4 g6 2.d4 Bg7 3.Bd2"
B06,"Modern Defense: Wind Gambit","1.e4 g6 2.d4 Bg7 3.Bd3"
B06,"Norwegian Defense","1.e4 g6 2.d4 Nf6 3.e5 Nh5 4.g4 Ng7"
B06,"Pterodactyl Defense: Austrian, Austriadactylus Western","1.e4 g6 2.d4 Bg7 3.f4 c5 4.Nf3 Qa5+"
B06,"Pterodactyl Defense: Austrian, Grand Prix Pterodactyl","1.e4 g6 2.Nc3 Bg7 3.f4 c5 4.Nf3 Qa5"
B06,"Pterodactyl Defense: Austrian, Pteranodon","1.e4 g6 2.d4 Bg7 3.f4 c5 4.c3 Qa5"
B06,"Pterodactyl Defense: Central, Anhanguera","1.e4 g6 2.d4 Bg7 3.c4 c5 4.Nc3 d6 5.Be3 Qa5"
B06,"Pterodactyl Defense: Central, Benoni Quetzalcoatlus","1.e4 g6 2.d4 Bg7 3.c4 c5 4.d5 d6 5.Nc3 Qa5"
B06,"Pterodactyl Defense: Central, Quetzalcoatlus Gambit","1.e4 g6 2.d4 Bg7 3.c4 c5 4.Nc3 d6 5.dxc5 Qa5"
B06,"Pterodactyl Defense: Eastern, Anhanguera","1.e4 g6 2.d4 Bg7 3.Nc3 c5 4.Be3"
B06,"Pterodactyl Defense: Eastern, Benoni","1.d4 g6 2.e4 Bg7 3.Nc3 c5 4.d5"
B06,"Pterodactyl Defense: Eastern, Benoni Pteranodon","1.e4 g6 2.d4 Bg7 3.Nc3 c5 4.d5 Bxc3+ 5.bxc3 Qa5"
B06,"Pterodactyl Defense: Eastern, Benoni Pterodactyl","1.d4 g6 2.Nc3 Bg7 3.e4 c5 4.d5 Qa5"
B06,"Pterodactyl Defense: Eastern, Pteranodon","1.e4 g6 2.d4 Bg7 3.Nc3 c5 4.dxc5 Bxc3+ 5.bxc3 Qa5"
B06,"Pterodactyl Defense: Eastern, Pterodactyl","1.e4 g6 2.d4 Bg7 3.Nc3 c5 4.dxc5 Qa5"
B06,"Pterodactyl Defense: Eastern, Rhamphorhynchus","1.e4 g6 2.d4 Bg7 3.Nc3 c5 4.dxc5"
B06,"Pterodactyl Defense: Fianchetto, King Pterodactyl","1.e4 g6 2.d4 Bg7 3.g3 c5 4.Nf3 Qa5+"
B06,"Pterodactyl Defense: Fianchetto, Rhamphorhynchus","1.e4 g6 2.d4 Bg7 3.g3 c5 4.dxc5 Qa5+"
B06,"Pterodactyl Defense: Sicilian, Quetzalcoatlus","1.e4 g6 2.d4 Bg7 3.Nc3 c5 4.Nf3 Qa5 5.Be2 d6"
B06,"Pterodactyl Defense: Sicilian, Siroccopteryx","1.e4 g6 2.d4 Bg7 3.Nc3 c5 4.Nf3 Qa5 5.Bc4"
B06,"Pterodactyl Defense: Western, Anhanguera","1.e4 g6 2.d4 Bg7 3.Nf3 c5 4.Be3 Qa5+"
B06,"Pterodactyl Defense: Western, Siroccopteryx","1.e4 g6 2.Nf3 Bg7 3.d4 c5 4.Bc4 cxd4 5.Nxd4 Qa5+"
B06,"Rat Defense: Accelerated Gurgenidze","1.e4 g6 2.d4 d6 3.Nc3 c6"
B07,"Czech Defense","1.e4 d6 2.d4 Nf6 3.Nc3 c6"
B07,"Lion Defense: Anti-Philidor","1.e4 d6 2.d4 Nf6 3.Nc3 Nbd7 4.f4"
B07,"Lion Defense: Anti-Philidor, Lion's Cave","1.e4 d6 2.d4 Nf6 3.Nc3 Nbd7 4.f4 e5"
B07,"Lion Defense: Anti-Philidor, Lion's Cave, Lion Claw Gambit","1.e4 d6 2.d4 Nf6 3.Nc3 Nbd7 4.f4 e5 5.Nf3 exd4 6.Qxd4 c6 7.Bc4 d5"
B07,"Lion Defense: Bayonet Attack","1.e4 d6 2.d4 Nf6 3.Nc3 Nbd7 4.g4"
B07,"Modern Defense: Geller's System","1.e4 g6 2.d4 Bg7 3.Nf3 d6 4.c3"
B07,"Philidor Defense: Lion Variation, Lion's Claw","1.e4 d6 2.d4 Nf6 3.Nc3 c6 4.Be2 Nbd7 5.Nf3 e5 6.O-O Be7"
B07,"Pirc Defense","1.e4 d6 2.d4 Nf6 3.Nc3"
B07,"Pirc Defense","1.e4 d6 2.d4 Nf6 3.Nc3 g6"
B07,"Pirc Defense: 150 Attack","1.e4 d6 2.d4 Nf6 3.Nc3 g6 4.Be3 c6 5.Qd2"
B07,"Pirc Defense: 150 Attack, Inner Doll Defense","1.e4 d6 2.d4 Nf6 3.Nc3 g6 4.Be3 c6 5.Qd2 Bg4"
B07,"Pirc Defense: 150 Attack, Sveshnikov-Jansa Attack","1.e4 d6 2.d4 Nf6 3.Nc3 g6 4.Be3 c6 5.h3"
B07,"Pirc Defense: Bayonet Attack","1.e4 d6 2.d4 Nf6 3.Nc3 g6 4.Be2 Bg7 5.h4"
B07,"Pirc Defense: Byrne Variation","1.e4 d6 2.d4 Nf6 3.Nc3 g6 4.Bg5"
B07,"Pirc Defense: Chinese Variation","1.e4 d6 2.d4 Nf6 3.Nc3 g6 4.Be2 Bg7 5.g4"
B07,"Pirc Defense: Classical Variation","1.e4 d6 2.d4 Nf6 3.Nc3 g6 4.Be2"
B07,"Pirc Defense: Kholmov System","1.e4 d6 2.d4 Nf6 3.Nc3 g6 4.Bc4"
B07,"Pirc Defense: Sveshnikov System","1.e4 d6 2.d4 Nf6 3.Nc3 g6 4.g3"
B08,"Pirc Defense: Classical Variation","1.e4 d6 2.d4 Nf6 3.Nc3 g6 4.Nf3"
B08,"Pirc Defense: Classical Variation","1.e4 d6 2.d4 Nf6 3.Nc3 g6 4.Nf3 Bg7"
B08,"Pirc Defense: Classical Variation, Quiet System","1.e4 d6 2.d4 Nf6 3.Nc3 g6 4.Nf3 Bg7 5.Be2"
B08,"Pirc Defense: Classical Variation, Quiet System, Chigorin Line","1.e4 d6 2.d4 Nf6 3.Nc3 g6 4.Nf3 Bg7 5.Be2 O-O 6.O-O Nc6"
B08,"Pirc Defense: Classical Variation, Quiet System, Czech Defense","1.e4 d6 2.d4 Nf6 3.Nc3 g6 4.Nf3 Bg7 5.Be2 O-O 6.O-O c6"
B08,"Pirc Defense: Classical Variation, Quiet System, Parma Defense","1.e4 d6 2.d4 Nf6 3.Nc3 g6 4.Nf3 Bg7 5.Be2 O-O 6.O-O Bg4"
B08,"Pirc Defense: Classical Variation, Schlechter Variation","1.e4 d6 2.d4 Nf6 3.Nc3 g6 4.Nf3 Bg7 5.h3"
B09,"Pirc Defense: Austrian Attack","1.e4 d6 2.d4 Nf6 3.Nc3 g6 4.f4"
B09,"Pirc Defense: Austrian Attack","1.e4 d6 2.d4 Nf6 3.Nc3 g6 4.f4 Bg7 5.Nf3 O-O"
B09,"Pirc Defense: Austrian Attack, Dragon Formation","1.e4 d6 2.d4 Nf6 3.Nc3 g6 4.f4 Bg7 5.Nf3 c5"
B09,"Pirc Defense: Austrian Attack, Kurajica Variation","1.e4 d6 2.d4 Nf6 3.Nc3 g6 4.f4 Bg7 5.Nf3 O-O 6.Be3"
B09,"Pirc Defense: Austrian Attack, Ljubojevic Variation","1.e4 d6 2.d4 Nf6 3.Nc3 g6 4.f4 Bg7 5.Bc4"
B09,"Pirc Defense: Austrian Attack, Unzicker Attack","1.e4 d6 2.d4 Nf6 3.Nc3 g6 4.f4 Bg7 5.Nf3 O-O 6.e5"
B09,"Pirc Defense: Austrian Attack, Unzicker Attack, Bronstein Variation","1.e4 d6 2.d4 Nf6 3.Nc3 g6 4.f4 Bg7 5.Nf3 O-O 6.e5 Nfd7 7.h4"
B09,"Pirc Defense: Austrian Attack, Weiss Variation","1.e4 d6 2.d4 Nf6 3.Nc3 g6 4.f4 Bg7 5.Nf3 O-O 6.Bd3"
B10,"Caro-Kann Defense","1.e4 c6"
B10,"Caro-Kann Defense","1.e4 c6 2.Nc3"
B10,"Caro-Kann Defense","1.e4 c6 2.Nc3 d5"
B10,"Caro-Kann Defense: Accelerated Panov Attack","1.e4 c6 2.c4"
B10,"Caro-Kann Defense: Accelerated Panov Attack","1.e4 c6 2.c4 d5"
B10,"Caro-Kann Defense: Accelerated Panov Attack, Modern Variation","1.e4 c6 2.c4 d5 3.exd5 cxd5 4.cxd5 Nf6"
B10,"Caro-Kann Defense: Accelerated Panov Attack, Open Variation","1.e4 c6 2.c4 e5"
B10,"Caro-Kann Defense: Accelerated Panov Attack, Pseudo-Scandinavian","1.e4 c6 2.c4 d5 3.exd5 Qxd5"
B10,"Caro-Kann Defense: Accelerated Panov Attack, Van Weersel Attack","1.e4 c6 2.c4 d5 3.cxd5 cxd5 4.Qb3"
B10,"Caro-Kann Defense: Breyer Variation","1.e4 c6 2.d3"
B10,"Caro-Kann Defense: Breyer Variation, Stein Attack","1.e4 c6 2.d3 d5 3.Nd2 g6 4.Ngf3 Bg7 5.g3 e5 6.Bg2 Ne7 7.O-O O-O 8.b4"
B10,"Caro-Kann Defense: Euwe Attack","1.e4 c6 2.b3"
B10,"Caro-Kann Defense: Goldman Variation","1.e4 c6 2.Nc3 d5 3.Qf3"
B10,"Caro-Kann Defense: Hector Gambit","1.e4 c6 2.Nc3 d5 3.Nf3 dxe4 4.Ng5"
B10,"Caro-Kann Defense: Hillbilly Attack","1.e4 c6 2.Bc4"
B10,"Caro-Kann Defense: Hillbilly Attack, Schaeffer Gambit","1.e4 c6 2.Bc4 d5 3.Bb3 dxe4 4.Qh5"
B10,"Caro-Kann Defense: Labahn Attack","1.e4 c6 2.b4"
B10,"Caro-Kann Defense: Labahn Attack, Double Gambit","1.e4 c6 2.b4 d5 3.b5"
B10,"Caro-Kann Defense: Labahn Attack, Polish Variation","1.e4 c6 2.b4 e5 3.Bb2"
B10,"Caro-Kann Defense: Scorpion-Horus Gambit","1.e4 c6 2.Nc3 d5 3.d3 dxe4 4.Bg5"
B10,"Caro-Kann Defense: Spike Variation","1.e4 c6 2.g4"
B10,"Caro-Kann Defense: Spike Variation, Scorpion-Grob Gambit","1.e4 c6 2.g4 d5 3.Nc3 dxe4 4.d3"
B10,"Caro-Kann Defense: Toikkanen Gambit","1.e4 c6 2.c4 d5 3.e5"
B10,"Caro-Kann Defense: Two Knights Attack","1.e4 c6 2.Nc3 d5 3.Nf3"
B11,"Caro-Kann Defense: Two Knights Attack, Mindeno Variation","1.e4 c6 2.Nc3 d5 3.Nf3 Bg4"
B11,"Caro-Kann Defense: Two Knights Attack, Mindeno Variation, Exchange Line","1.e4 c6 2.Nc3 d5 3.Nf3 Bg4 4.h3 Bxf3"
B11,"Caro-Kann Defense: Two Knights Attack, Mindeno Variation, Retreat Line","1.e4 c6 2.Nc3 d5 3.Nf3 Bg4 4.h3 Bh5"
B12,"Caro-Kann Defense","1.e4 c6 2.d4"
B12,"Caro-Kann Defense","1.e4 c6 2.d4 d5"
B12,"Caro-Kann Defense: Advance Variation","1.e4 c6 2.d4 d5 3.e5"
B12,"Caro-Kann Defense: Advance Variation, Bayonet Attack","1.e4 c6 2.d4 d5 3.e5 Bf5 4.g4"
B12,"Caro-Kann Defense: Advance Variation, Botvinnik-Carls Defense","1.e4 c6 2.d4 d5 3.e5 c5"
B12,"Caro-Kann Defense: Advance Variation, Bronstein Variation","1.e4 c6 2.d4 d5 3.e5 Bf5 4.Ne2"
B12,"Caro-Kann Defense: Advance Variation, Prins Attack","1.e4 c6 2.d4 d5 3.e5 Bf5 4.b4"
B12,"Caro-Kann Defense: Advance Variation, Short Variation","1.e4 c6 2.d4 d5 3.e5 Bf5 4.Nf3"
B12,"Caro-Kann Defense: Advance Variation, Tal Variation","1.e4 c6 2.d4 d5 3.e5 Bf5 4.h4"
B12,"Caro-Kann Defense: Advance Variation, Van der Wiel Attack","1.e4 c6 2.d4 d5 3.e5 Bf5 4.Nc3"
B12,"Caro-Kann Defense: Advance Variation, Van der Wiel Attack","1.e4 c6 2.d4 d5 3.e5 Bf5 4.Nc3 e6 5.g4 Bg6 6.Nge2 c5 7.h4"
B12,"Caro-Kann Defense: Advance Variation, Van der Wiel Attack, Dreyev Defense","1.e4 c6 2.d4 d5 3.e5 Bf5 4.Nc3 Qb6"
B12,"Caro-Kann Defense: Advance, Short Variation","1.e4 c6 2.d4 d5 3.e5 Bf5 4.c3 e6 5.Be2"
B12,"Caro-Kann Defense: De Bruycker Defense","1.e4 c6 2.d4 Na6"
B12,"Caro-Kann Defense: De Bruycker Defense","1.e4 c6 2.d4 Na6 3.Nc3 Nc7"
B12,"Caro-Kann Defense: Edinburgh Variation","1.e4 c6 2.d4 d5 3.Nd2 Qb6"
B12,"Caro-Kann Defense: Maróczy Variation","1.e4 c6 2.d4 d5 3.f3"
B12,"Caro-Kann Defense: Maróczy Variation, Maróczy Gambit","1.e4 c6 2.d4 d5 3.f3 dxe4 4.fxe4 e5 5.Nf3 exd4 6.Bc4"
B12,"Caro-Kann Defense: Masi Variation","1.e4 c6 2.d4 Nf6"
B12,"Caro-Kann Defense: Massachusetts Defense","1.e4 c6 2.d4 f5"
B12,"Caro-Kann Defense: Mieses Attack, Landau Gambit","1.e4 c6 2.d4 d5 3.Bd3 Nf6 4.e5 Nfd7 5.e6"
B12,"Caro-Kann Defense: Mieses Gambit","1.e4 c6 2.d4 d5 3.Be3"
B12,"Caro-Kann Defense: Modern Variation","1.e4 c6 2.d4 d5 3.Nd2"
B12,"Caro-Kann Defense: Ulysses Gambit","1.e4 c6 2.d4 d5 3.Nf3 dxe4 4.Ng5"
B13,"Caro-Kann Defense: Exchange Variation","1.e4 c6 2.d4 d5 3.exd5"
B13,"Caro-Kann Defense: Exchange Variation, Bulla Attack","1.e4 c6 2.d4 d5 3.exd5 cxd5 4.g4"
B13,"Caro-Kann Defense: Exchange Variation, Rubinstein Variation","1.e4 c6 2.d4 d5 3.exd5 cxd5 4.Bd3 Nc6 5.c3 Nf6 6.Bf4"
B13,"Caro-Kann Defense: Panov Attack","1.e4 c6 2.d4 d5 3.exd5 cxd5 4.c4"
B13,"Caro-Kann Defense: Panov Attack","1.e4 c6 2.d4 d5 3.exd5 cxd5 4.c4 Nf6 5.Nc3"
B13,"Caro-Kann Defense: Panov Attack, Gunderam Attack","1.e4 c6 2.d4 d5 3.exd5 cxd5 4.c4 Nf6 5.c5"
B13,"Caro-Kann Defense: Panov Attack, Modern Defense","1.e4 c6 2.d4 d5 3.exd5 cxd5 4.c4 Nf6 5.Nc3 Nc6"
B13,"Caro-Kann Defense: Panov Attack, Modern Defense, Carlsbad Line","1.e4 c6 2.d4 d5 3.exd5 cxd5 4.c4 Nf6 5.Nc3 Nc6 6.Bg5 e6"
B13,"Caro-Kann Defense: Panov Attack, Modern Defense, Czerniak Line","1.e4 c6 2.d4 d5 3.exd5 cxd5 4.c4 Nf6 5.Nc3 Nc6 6.Bg5 Qa5"
B13,"Caro-Kann Defense: Panov Attack, Modern Defense, Mieses Line","1.e4 c6 2.d4 d5 3.exd5 cxd5 4.c4 Nf6 5.Nc3 Nc6 6.Nf3 Bg4"
B13,"Caro-Kann Defense: Panov Attack, Modern Defense, Reifir-Spielmann Line","1.e4 c6 2.d4 d5 3.exd5 cxd5 4.c4 Nf6 5.Nc3 Nc6 6.Bg5 Qb6"
B13,"Caro-Kann Defense: Panov-Botvinnik, Herzog Defense","1.e4 c6 2.d4 d5 3.exd5 cxd5 4.c4 Nf6 5.Nc3 Nc6 6.Bg5 dxc4 7.d5 Na5"
B14,"Caro-Kann Defense: Panov Attack","1.e4 c6 2.d4 d5 3.exd5 cxd5 4.c4 Nf6 5.Nc3 e6"
B14,"Caro-Kann Defense: Panov Attack, Fianchetto Defense","1.e4 c6 2.d4 d5 3.exd5 cxd5 4.c4 Nf6 5.Nc3 g6"
B14,"Caro-Kann Defense: Panov Attack, Fianchetto Defense, Fianchetto Gambit","1.e4 c6 2.d4 d5 3.exd5 cxd5 4.c4 Nf6 5.Nc3 g6 6.cxd5 Bg7"
B14,"Caro-Kann Defense: Panov Attack, Main Line","1.e4 c6 2.d4 d5 3.exd5 cxd5 4.c4 Nf6 5.Nc3 e6 6.Nf3 Bb4"
B15,"Caro-Kann Defense","1.e4 c6 2.d4 d5 3.Nc3"
B15,"Caro-Kann Defense: Alekhine Gambit","1.e4 c6 2.d4 d5 3.Nc3 dxe4 4.Nxe4 Nf6 5.Bd3"
B15,"Caro-Kann Defense: Finnish Variation","1.e4 c6 2.d4 d5 3.Nd2 dxe4 4.Nxe4 h6"
B15,"Caro-Kann Defense: Forgacs Variation","1.e4 c6 2.d4 d5 3.Nc3 dxe4 4.Nxe4 Nf6 5.Nxf6+ exf6 6.Bc4"
B15,"Caro-Kann Defense: Gurgenidze Counterattack","1.e4 c6 2.d4 d5 3.Nc3 b5"
B15,"Caro-Kann Defense: Gurgenidze System","1.e4 c6 2.d4 d5 3.Nc3 g6"
B15,"Caro-Kann Defense: Main Line","1.e4 c6 2.d4 d5 3.Nd2 dxe4 4.Nxe4"
B15,"Caro-Kann Defense: Rasa-Studier Gambit","1.e4 c6 2.d4 d5 3.Nc3 dxe4 4.f3"
B15,"Caro-Kann Defense: Tartakower Variation","1.e4 c6 2.d4 d5 3.Nc3 dxe4 4.Nxe4 Nf6 5.Nxf6+ exf6"
B15,"Caro-Kann Defense: von Hennig Gambit","1.e4 c6 2.d4 d5 3.Nc3 dxe4 4.Bc4"
B16,"Caro-Kann Defense: Bronstein-Larsen Variation","1.e4 c6 2.d4 d5 3.Nc3 dxe4 4.Nxe4 Nf6 5.Nxf6+ gxf6"
B17,"Caro-Kann Defense: Karpov Variation","1.e4 c6 2.d4 d5 3.Nd2 dxe4 4.Nxe4 Nd7"
B17,"Caro-Kann Defense: Karpov Variation, Modern Main Line","1.e4 c6 2.d4 d5 3.Nd2 dxe4 4.Nxe4 Nd7 5.Ng5 Ngf6 6.Bd3 e6 7.N1f3 Bd6 8.Qe2 h6 9.Ne4 Nxe4 10.Qxe4"
B17,"Caro-Kann Defense: Karpov Variation, Modern Variation","1.e4 c6 2.d4 d5 3.Nd2 dxe4 4.Nxe4 Nd7 5.Ng5"
B17,"Caro-Kann Defense: Karpov Variation, Modern Variation, Ivanchuk Defense","1.e4 c6 2.d4 d5 3.Nd2 dxe4 4.Nxe4 Nd7 5.Ng5 Ndf6"
B17,"Caro-Kann Defense: Karpov Variation, Modern Variation, Kasparov Attack","1.e4 c6 2.d4 d5 3.Nc3 dxe4 4.Nxe4 Nd7 5.Nf3 Ngf6 6.Ng3"
B17,"Caro-Kann Defense: Karpov Variation, Smyslov Variation","1.e4 c6 2.d4 d5 3.Nd2 dxe4 4.Nxe4 Nd7 5.Bc4 Ngf6 6.Ng5 e6 7.Qe2 Nb6"
B17,"Caro-Kann Defense: Karpov Variation, Smyslov Variation, Main Line","1.e4 c6 2.d4 d5 3.Nd2 dxe4 4.Nxe4 Nd7 5.Bc4 Ngf6 6.Ng5 e6 7.Qe2 Nb6 8.Bb3"
B17,"Caro-Kann Defense: Karpov Variation, Tiviakov-Fischer Attack","1.e4 c6 2.d4 d5 3.Nd2 dxe4 4.Nxe4 Nd7 5.Bc4 Ngf6 6.Nxf6+ Nxf6"
B18,"Caro-Kann Defense: Classical Variation","1.e4 c6 2.d4 d5 3.Nd2 dxe4 4.Nxe4 Bf5"
B18,"Caro-Kann Defense: Classical Variation, Flohr Variation","1.e4 c6 2.d4 d5 3.Nd2 dxe4 4.Nxe4 Bf5 5.Ng3 Bg6 6.Nh3"
B18,"Caro-Kann Defense: Classical Variation, Main Line","1.e4 c6 2.d4 d5 3.Nd2 dxe4 4.Nxe4 Bf5 5.Ng3 Bg6 6.h4"
B18,"Caro-Kann Defense: Classical Variation, Maróczy Attack","1.e4 c6 2.d4 d5 3.Nd2 dxe4 4.Nxe4 Bf5 5.Ng3 Bg6 6.f4"
B19,"Caro-Kann Defense: Classical Variation","1.e4 c6 2.d4 d5 3.Nd2 dxe4 4.Nxe4 Bf5 5.Ng3 Bg6 6.h4 h6 7.Nf3 Nd7"
B19,"Caro-Kann Defense: Classical Variation, Lobron System","1.e4 c6 2.d4 d5 3.Nd2 dxe4 4.Nxe4 Bf5 5.Ng3 Bg6 6.h4 h6 7.Nf3 Nd7 8.h5 Bh7 9.Bd3 Bxd3 10.Qxd3 e6 11.Bd2 Ngf6 12.O-O-O Be7"
B19,"Caro-Kann Defense: Classical Variation, Seirawan Variation","1.e4 c6 2.d4 d5 3.Nd2 dxe4 4.Nxe4 Bf5 5.Ng3 Bg6 6.h4 h6 7.Nf3 Nd7 8.h5 Bh7 9.Bd3 Bxd3 10.Qxd3 Ngf6 11.Bd2 e6 12.O-O-O Bd6"
B19,"Caro-Kann Defense: Classical Variation, Spassky Variation","1.e4 c6 2.d4 d5 3.Nd2 dxe4 4.Nxe4 Bf5 5.Ng3 Bg6 6.h4 h6 7.Nf3 Nd7 8.h5"
B20,"Caro-Kann Defense: Euwe Attack, Prins Gambit","1.e4 c5 2.b3 d5 3.Bb2"
B20,"Sicilian Defense","1.e4 c5"
B20,"Sicilian Defense: Amazon Attack","1.e4 c5 2.Qg4"
B20,"Sicilian Defense: Big Clamp Formation","1.e4 c5 2.d3 Nc6 3.c3 d6 4.f4"
B20,"Sicilian Defense: Bowdler Attack","1.e4 c5 2.Bc4"
B20,"Sicilian Defense: Brick Variation","1.e4 c5 2.Nh3"
B20,"Sicilian Defense: Gloria Variation","1.e4 c5 2.c4 d6 3.Nc3 Nc6 4.g3 h5"
B20,"Sicilian Defense: Grob Variation","1.e4 c5 2.g4"
B20,"Sicilian Defense: Keres Variation","1.e4 c5 2.Ne2"
B20,"Sicilian Defense: King David's Opening","1.e4 c5 2.Ke2"
B20,"Sicilian Defense: Kronberger Variation","1.e4 c5 2.Na3"
B20,"Sicilian Defense: Kronberger Variation, Nemeth Gambit","1.e4 c5 2.Na3 Nc6 3.d4 cxd4 4.Bc4"
B20,"Sicilian Defense: Lasker-Dunne Attack","1.e4 c5 2.g3"
B20,"Sicilian Defense: Mengarini Variation","1.e4 c5 2.a3"
B20,"Sicilian Defense: Myers Attack","1.e4 c5 2.a4"
B20,"Sicilian Defense: Myers Attack","1.e4 c5 2.h4"
B20,"Sicilian Defense: Snyder Variation","1.e4 c5 2.b3"
B20,"Sicilian Defense: Snyder Variation, Queen Fianchetto Variation","1.e4 c5 2.b3 b6"
B20,"Sicilian Defense: Staunton-Cochrane Variation","1.e4 c5 2.c4"
B20,"Sicilian Defense: Wing Gambit","1.e4 c5 2.b4"
B20,"Sicilian Defense: Wing Gambit, Abrahams Variation","1.e4 c5 2.b4 cxb4 3.Bb2"
B20,"Sicilian Defense: Wing Gambit, Carlsbad Variation","1.e4 c5 2.b4 cxb4 3.a3 bxa3"
B20,"Sicilian Defense: Wing Gambit, Marienbad Variation","1.e4 c5 2.b4 cxb4 3.a3 d5 4.exd5 Qxd5 5.Bb2"
B20,"Sicilian Defense: Wing Gambit, Marshall Variation","1.e4 c5 2.b4 cxb4 3.a3"
B20,"Sicilian Defense: Wing Gambit, Nanu Gambit","1.e4 c5 2.b4 cxb4 3.a3 d5 4.exd5 Qxd5 5.Nf3 e5 6.c4 Qe6 7.Bd3"
B20,"Sicilian Defense: Wing Gambit, Romanian Defense","1.e4 c5 2.b4 cxb4 3.a3 d5 4.exd5 Qxd5 5.Nf3 e5 6.Bb2 Nc6 7.c4 Qe6"
B20,"Sicilian Defense: Wing Gambit, Santasiere Variation","1.e4 c5 2.b4 cxb4 3.c4"
B21,"Bird Opening: Dutch Variation, Batavo Gambit","1.e4 c5 2.f4 d5 3.Nf3 dxe4"
B21,"Sicilian Defense: Coles Sicilian Gambit","1.e4 c5 2.d4 cxd4 3.Qxd4 Nc6 4.Qd1 Nf6 5.Bc4"
B21,"Sicilian Defense: Halasz Gambit","1.e4 c5 2.d4 cxd4 3.f4"
B21,"Sicilian Defense: McDonnell Attack","1.e4 c5 2.f4"
